NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10023455,Actors FCU,NY,308087146,28350,53
10027629,Widget Financial FCU,PA,436657999,47506,112
10028251,Penn State FCU,PA,263680746,14601,43
10013356,Waterbury Connecticut Teachers FCU,CT,336912698,21795,34
10013070,General Electric EFCU,CT,268338636,26102,56
10019656,Millbury FCU,MA,487807748,31163,99
10024397,First New York FCU,NY,493359818,37686,137
10027723,MC Federal Credit Union,PA,228528649,13363,47
10023441,White Sands FCU,NM,398591404,30886,87
10024320,Advantage FCU,NY,487003170,34865,100
10027016,Lebanon Federal Credit Union,PA,491061375,34805,96
10025557,Firestone FCU,OH,205850685,7653,8
10011169,Edwards FCU,CA,259826631,12495,38
10010746,Sea West Coast Guard FCU,CA,394769171,11564,42
10024236,Peoples Alliance FCU,NY,317782432,33984,78
10024692,First Flight FCU,NC,240575153,19154,69
10027285,Century Heritage FCU,PA,272097716,18829,47
10022686,New Hampshire FCU,NH,354886752,15007,41
10011483,Families and Schools Together FCU,CA,296607262,17714,50
10025292,Century FCU,OH,433181617,33136,87
10026173,Ohio Catholic FCU,OH,248120406,12667,57
10013449,Tidemark FCU,DE,468002445,21590,51
10022550,Metro CU,NE,589657772,44156,117
10024125,NCPD FCU,NY,888616486,16384,34
10024255,Pittsford FCU,NY,531280610,20551,63
10027031,APCI FCU,PA,661641143,17607,56
10022894,Financial Resources FCU,NJ,617997289,29335,99
10028442,Caribe FCU,PR,685965410,54649,148
10025314,Cinfed FCU,OH,736993613,37989,139
10026151,Your Legacy FCU,OH,71626591,6497,18
10024070,MCT FCU,NY,67472631,3222,10
10026629,OU Federal Credit Union,OK,78710375,13001,17
10023034,Seaport FCU,NJ,93734821,5464,21
10023101,Central Jersey FCU,NJ,96874909,6447,15
10029417,FedTrust FCU,TN,51276734,3046,12
10018341,Baton Rouge Fire Dept FCU,LA,72550215,6178,13
10013235,Pitney Bowes EFCU,CT,61028990,3689,10
10024603,CrossRoads Community FCU,NY,89509311,5592,12
10014099,My Pensacola FCU,FL,83683249,4591,19
10016662,Rails West FCU,ID,73868943,7971,24
10026947,Umatilla County FCU,OR,53055286,2398,4
10033381,ACPE Federal Credit Union,WY,64949561,4703,15
10022963,IRCO Community FCU,NJ,94975514,7130,24
10026301,Summit FCU,OH,56603265,4784,16
10012774,One Thirteen CU,CO,8756074,1044,2
10012721,Metrum Community CU,CO,104461653,5550,21
10024110,Municipal CU,NY,4348469659,616846,592
10026866,Oregon State Credit Union,OR,2522825774,144591,285
10014082,Addition Financial,FL,2937344046,182495,548
10011215,Technology Credit Union,CA,4590031377,200099,339
10011592,California CU,CA,5034359637,195032,542
10011474,Valley Strong Credit Union,CA,3885138347,336162,589
10012083,California Coast CU,CA,3402272552,202447,555
10014490,Georgia's Own CU,GA,4230195776,239494,687
10016410,Alliant CU,IL,20270375840,869377,873
10014119,MIDFLORIDA CU,FL,7968898996,468236,1424
10025596,General Electric CU,OH,4732021904,289417,494
10022604,One Nevada CU,NV,1384072942,75088,190
10026752,First Community CU,OR,1671108438,88561,352
10010626,Credit Union West,AZ,1253569126,92853,213
10028174,Freedom CU,PA,1290893874,67441,89
10028262,Utilities Employees CU,PA,1305655573,49711,99
10029898,Velocity Credit Union,TX,1035500420,76654,216
10029929,United Heritage CU,TX,1569079316,79473,222
10010617,American Southwest CU,AZ,389186038,31368,72
10024149,Heritage Financial Credit Union,NY,729539623,55879,143
10028805,VAPR FCU,PR,263191517,19731,63
10013003,State Police CU Inc,CT,78819792,2852,7
10011193,El Monte Community CU,CA,33429562,2638,8
10025602,GenFed Financial Credit Union Inc,OH,325501408,24937,89
10030910,Security Service FCU,TX,13492802291,759933,1982
10031885,Pentagon FCU,VA,33527085137,2876411,2951
10039785,ESL Federal Credit Union,NY,9294429963,444681,937
10019785,Rockland FCU,MA,3083261210,202724,204
10019178,Tower FCU,MD,4605653809,224421,601
10010489,Arkansas FCU,AR,2494513632,157862,409
10016325,State Farm FCU,IL,4297833680,122130,136
10016974,Three Rivers FCU,IN,2389406760,119451,474
10012623,Credit Union of Colorado,CO,2867289260,173297,402
10013629,State Department FCU,VA,2845985776,88616,200
10037014,Polish and Slavic FCU,NY,2560778935,120727,376
10031734,Apple FCU,VA,4491886215,250857,550
10021115,United FCU,MI,4096084008,203010,715
10013795,Eglin FCU,FL,2851878170,124748,442
10019944,Webster First FCU,MA,1484306576,93057,221
10031931,Freedom First FCU,VA,1179356829,63180,228
10012135,Santa Barbara Teachers FCU,CA,284019933,9374,20
10019007,Bulldog FCU,MD,228868208,21898,51
10021185,Building Trades CU,MN,220187035,18426,32
10021349,TruStar FCU,MN,332743576,18452,87
10012642,Denver Fire Department FCU,CO,201661801,6245,16
10012648,Rocky Mountain Law Enfcmnt FCU,CO,331938237,13866,38
10022360,1st Liberty FCU,MT,206059994,15188,54
10013639,InFirst FCU,VA,206634052,14851,47
10019892,Taunton FCU,MA,389215966,20159,79
10033454,Signature FCU,VA,454916760,26750,61
10033932,Luso FCU,MA,242817960,7839,34
10014163,Santa Rosa County FCU,FL,203359067,13704,42
10033633,SECNY FCU,NY,295104449,16027,64
10014012,JetStream FCU,FL,280622369,14110,58
10034330,Campco FCU,WY,207819766,19532,43
10018522,La Capitol FCU,LA,764196685,53607,173
10015200,Chicago Patrolmen's FCU,IL,586557589,43091,84
10012502,Certified FCU,CA,787895120,58108,110
10019466,GFA FCU,MA,675356720,33058,100
10012392,Tulare County FCU,CA,130969728,10812,39
10013637,Treasury Dept FCU,DC,177113969,12167,31
10035586,Genesee Valley FCU,NY,150966320,9651,32
10031199,Citizens FCU,TX,206970313,10244,33
10033987,KaiPerm Northwest FCU,OR,161830049,5847,14
10016802,Chiphone FCU,IN,112379828,9214,41
10036551,Central Virginia FCU,VA,189439191,13452,51
10031836,NAE FCU,VA,128735680,12313,42
10031249,Las Colinas FCU,TX,105524148,9882,27
10034407,P and G Mehoopany Employees FCU,PA,178436063,16177,35
10013498,EP FCU,DC,75015992,4475,14
10019098,LM Federal Credit Union,MD,56929655,3702,11
10017919,Panhandle FCU,KS,63068799,3886,17
10022489,Kellogg Midwest FCU,NE,60560962,2773,7
10036837,SouthCoast FCU,MA,66084295,4514,19
10031688,Connects FCU,VA,87317940,9022,20
10030998,Southwest Res Center FCU,TX,82965895,5307,13
10035774,Welcome FCU,NC,93193624,6755,21
10012803,Rio Grande FCU,CO,75037365,5057,10
10017971,SM FCU,KS,75368254,2391,4
10023081,Newark Firemen FCU,NJ,9251826,1799,3
10024006,Lewiston Porter FCU,NY,14097220,859,3
10035783,Team & Wheel FCU,NC,12817278,1724,2
10036220,Entertainment Industries FCU,NJ,15194732,1759,42
10036469,CVPH EFCU,NY,10491283,1330,3
10023696,Crouse Hinds EFCU,NY,6895212,617,1
10024557,Utica Police Dept FCU,NY,6109735,614,2
10101186,Generations United Federal Credit Union,NY,5221310,33,0
10011809,Ontario Public EFCU,CA,23470172,1828,5
10026897,Emerald Empire FCU,OR,26589501,2545,8
10026413,Members Trust FCU,OH,26386900,3277,8
10010169,Electrical Workers 558 FCU,AL,44238739,2628,5
10019046,Ferko Maryland FCU,MD,30639486,3130,6
10031589,Northern Lights FCU,VT,29390813,4121,10
10035174,Strategic FCU,VA,22038155,1010,4
10034902,Cincinnati Healthcare Associates FCU,OH,19635875,3501,8
10001742,ELCA FCU,IL,28743526,2299,6
10084141,WeDevelopment Federal Credit Union,MO,2699136,402,4
10020396,Lake Michigan CU,MI,14259172566,493257,1649
10013941,VyStar Credit Union,FL,14752703108,984565,2328
10020542,DFCU Financial CU,MI,6539510924,242365,622
10010561,Desert Financial CU,AZ,8773517097,465640,1272
10032801,Connexus CU,WI,4810958738,477949,737
10014548,LGE Community CU,GA,2481980679,129137,347
10010251,MAX CU,AL,2135935641,126102,295
10030130,Credit Union of Texas,TX,2643529049,161991,550
10020244,Lake Trust CU,MI,2664316375,177077,464
10013908,Ithink Financial CU,FL,2254653782,109857,393
10013194,Connex CU Inc,CT,1032552730,69682,165
10030147,DATCU,TX,1609137112,107229,228
10020258,Michigan First CU,MI,1471695120,166064,492
10014038,Gulf Winds CU,FL,1180205983,83008,239
10010281,Mutual Savings CU,AL,231239207,19806,75
10012630,On Tap CU,CO,411209269,19192,72
10019857,Southbridge CU,MA,218467889,12704,43
10030433,MOBILITY CU,TX,388977146,21811,45
10031933,Blue Eagle CU,VA,233824053,18207,72
10030077,Members Choice CU,TX,745744179,47519,108
10031016,Texell CU,TX,727356290,51503,224
10030384,Smart Financial CU,TX,852784093,60861,197
10035933,Insight CU,FL,697795366,46981,137
10013830,Power Financial CU,FL,875006129,33318,142
10031842,Northern Star CU Inc,VA,74424511,8040,23
10039248,Funeral Service CU,IL,11018578,716,2
10022141,St Joseph Teachers CU,MO,8664315,1157,4
10030794,Reeves County Teachers CU,TX,10428116,1356,4
10019226,Alpha CU,MA,35317618,3987,7
10011251,Fountain Valley CU,CA,2327254,182,1
,Totals (222 Credit Unions):,,348704429840,20583612,44562
