NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10018573,Morgan City FCU,LA,Martha Smilie,Candace LeBlanc
10022689,NGM EFCU,NH,Sharin Hurlbutt,Kim Munoz
10019713,Norwood Town EFCU,MA,Donna Grant,Gregory Camara
10029849,Alba Golden FCU,TX,Diane Caughron,Danielle Milbourn
10025386,Integrity FCU,OH,Karen Hardy,JESSICA MANN
10014526,Altamaha Federal Credit Union,GA,Cheryl Spires,Jodi Lewis
10010516,Pine Bluff Cotton Belt FCU,AR,James Hutchins,Greg Hutchins
10033528,Greater Metro FCU,NY,Peter Nalaskowski,Keith Kurman
10021585,Triangle FCU,MS,John Gibbons,Kimberly Guyton
10039342,San Diego Firefighters FCU,CA,Ed Daley,Matt Herbert
10039452,Healthcare EFCU,NJ,John Dawidowski,Jason Reed
10029795,UT FCU,TN,Debbie Jones,Kenyon Warren
10022497,Lincoln SDA CU,NE,Tom Bloomquist,Mike Nelson
10030689,Alpine Community CU,TX,John Llanez,Mari Marquez
10013792,ECCO CU,FL,Stephanie Graves,Charles O'Quinn
10034226,Tenn Depart of Safety CU,TN,Cathy Akins,Karen Allred
10000551,Directors Choice CU,NY,Michael Lanotte,Linda Isabel
10021808,BlueScope ECU,MO,Gary Stewart,Marci Frazier
10020048,United Churches CU,MI,Susan Smith,Kathleen Willemse
10021881,Highway Crossroads Credit Union,MO,Lindi Lynch,Lindi Prindle
10038887,Shaw Ross ECU,FL,Miguel Diaz,Sergio Paliska
10030563,Marshall T and P EFCU,TX,Beverly Bennett,Denise Dorchester
10030061,Coastal Bend PO FCU,TX,Michelle Aitchison,Holly Jedlicka
10021693,MS Highway Safety Patrol FCU,MS,Tracy Burleigh,Ashley Warren
10021698,HealthPlus FCU,MS,Ashley Warren,Markeith Wilkes
10037752,Generations FCU,IN,Catherine Seymour,Julie Babinec
10034902,Cincinnati Healthcare Associates FCU,OH,Rick Williams,Susan Haynes
10033919,Walker County Educators FCU,GA,Christy Rickenbaker,Sunshine Underwood
10031921,Richmond Heritage FCU,VA,Randy Cooper,Carl Brown
10027456,Tri Valley Service FCU,PA,Andrew Kloss,Angelo Lucatorto
10001578,Community Promise FCU,MI,Angela Brown,Rob Viland
10037134,Indiana Lakes FCU,IN,David Brumbaugh,Jamie Bales
10031039,Gulf Shore FCU,TX,Susan Herring,Brad Jackson
10020257,Southeast Michigan State EFCU,MI,Martin Hansen,Danielle Goss
10031500,Nephi Western EFCU,UT,Judy Truscott,Mark Drake
10013190,The New Haven Police and Municipal FCU,CT,Elishia Allen,Jill Darrison
10036747,Marion County School EFCU,WV,Marty Thomas,Tonya Wilfong
10030216,CASE FCU,TX,Marielena Johnson,Randall Pearson
10037090,Twin Oaks FCU,WV,Carrie Wamsley,Shelbie Vance
10032452,City of Clarksburg FCU,WV,Carole Arnett,Terry Spencer
10039555,Morton Federal Credit Union,MA,Kathleen Baran,Cristen Galuski
10037139,Korean Catholic FCU,MD,Jacklyn Rim,Vivian Kim
10032357,Utility Employees Federal Credit Union,WA,Louise Knox,Sandra Leslie
10034510,OPC FCU,OR,Donald Garrison,Travis Stecher
10004262,Everest FCU,NY,Raj Biraj Rijal,Suman Timsina
10012576,Akron FCU,CO,Clo Arnold,Tessa Ulibarri
10105024,New York Episcopal FCU,NY,Stephen Breed,Steven Lee
